_id,gameID,iterationName,version,recruitmentPlatform,eventType,rt,responses,question_order,trial_type,trial_index,time_elapsed,internal_node_id,startTime,endTime,response_json
634c5303a0ba013433eb0daf,8165-9b7a564f-03d4-4b05-885d-54a444cb4c24,pilot_10,VLAT_GGR,prolific,survey,9509,"{""participantEd_math"":["" Algebra"","" Statistics""]}",[0],survey-multi-select,72,1702429,0.0-72.0,,,
634c5324a0ba013433eb0dc5,9190-6543fd97-82df-4771-b524-1089d09eaa82,pilot_10,VLAT_GGR,prolific,survey,17573,"{""participantSex"":""Female"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""2"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1915527,0.0-71.0,,,
634c5331a0ba013433eb0dcf,8165-9b7a564f-03d4-4b05-885d-54a444cb4c24,pilot_10,VLAT_GGR,prolific,survey,46394,,,survey-text,73,1748843,0.0-73.0,1704770.2000000477,1751164.5,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1997"",""participantYears"":""25"",""participantEd_field"":""Pre-Nursing"",""participantComments"":""I am very bad at math.""}"
634c533aa0ba013433eb0dd3,9190-6543fd97-82df-4771-b524-1089d09eaa82,pilot_10,VLAT_GGR,prolific,survey,21890,"{""participantEd_math"":["" Statistics""]}",[0],survey-multi-select,72,1937441,0.0-72.0,,,
634c5351a0ba013433eb0de9,3413-2702134d-db2e-489d-a9a9-5b8694a9d089,pilot_10,VLAT_GGR,prolific,survey,11095,"{""participantSex"":""Male"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""3"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1314466,0.0-71.0,,,
634c5357a0ba013433eb0dec,3413-2702134d-db2e-489d-a9a9-5b8694a9d089,pilot_10,VLAT_GGR,prolific,survey,5631,"{""participantEd_math"":["" Algebra""]}",[0],survey-multi-select,72,1320109,0.0-72.0,,,
634c537da0ba013433eb0e02,3413-2702134d-db2e-489d-a9a9-5b8694a9d089,pilot_10,VLAT_GGR,prolific,survey,37892,,,survey-text,73,1358018,0.0-73.0,1323469.9000000022,1361361.9000000022,"{""TechnicalDifficultiesFreeResp"":""No technical diffuculties "",""participantAge"":""1997"",""participantYears"":""25"",""participantEd_field"":""Cinematography "",""participantComments"":""This was a very fun very! Had a blast and would love to do more. Thank you for keeping the questions interesting. ""}"
634c5386a0ba013433eb0e0b,9190-6543fd97-82df-4771-b524-1089d09eaa82,pilot_10,VLAT_GGR,prolific,survey,75923,,,survey-text,73,2013398,0.0-73.0,1941078.1999998093,2017001.0999999046,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1988"",""participantYears"":""34"",""participantEd_field"":""ABA psychology"",""participantComments"":""""}"
634c53d6a0ba013433eb0e45,0210-1fe90a31-b169-42b8-88f0-3adbe816c828,pilot_10,VLAT_GGR,prolific,survey,14846,"{""participantSex"":""Female"",""participantEd"":""Professional degree (e.g. M.D., J.D.)"",""judgedDifficulty"":""7"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,2569133,0.0-71.0,,,
634c53dfa0ba013433eb0e4e,0210-1fe90a31-b169-42b8-88f0-3adbe816c828,pilot_10,VLAT_GGR,prolific,survey,9724,"{""participantEd_math"":["" Algebra"","" Calculus"","" Statistics""]}",[0],survey-multi-select,72,2578868,0.0-72.0,,,
634c5417a0ba013433eb0e7d,0210-1fe90a31-b169-42b8-88f0-3adbe816c828,pilot_10,VLAT_GGR,prolific,survey,56174,,,survey-text,73,2635056,0.0-73.0,2581644.0,2637818.200000003,"{""TechnicalDifficultiesFreeResp"":""I did not encounter any technical difficulties during the survey."",""participantAge"":""1995"",""participantYears"":""27"",""participantEd_field"":""English/Education"",""participantComments"":""I thought this was interesting and a bit tough. I had to think but I did try my best on each question.""}"
634c542ca0ba013433eb0e8c,3449-88feccb9-5067-4251-8223-ddcee9c5146b,pilot_10,VLAT_GGR,prolific,survey,11829,"{""participantSex"":""Male"",""participantEd"":""Master's degree"",""judgedDifficulty"":""2"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1080261,0.0-71.0,,,
634c5431a0ba013433eb0e90,3449-88feccb9-5067-4251-8223-ddcee9c5146b,pilot_10,VLAT_GGR,prolific,survey,4706,"{""participantEd_math"":["" Algebra"","" Calculus"","" Statistics""]}",[0],survey-multi-select,72,1084977,0.0-72.0,,,
634c5447a0ba013433eb0ea0,3449-88feccb9-5067-4251-8223-ddcee9c5146b,pilot_10,VLAT_GGR,prolific,survey,22409,,,survey-text,73,1107395,0.0-73.0,1086545.0,1108953.599999994,"{""TechnicalDifficultiesFreeResp"":""I did not encounter any issues. "",""participantAge"":""1997"",""participantYears"":""25"",""participantEd_field"":""Speech-Language Pathology"",""participantComments"":""""}"
634c5492a0ba013433eb0ec8,9027-aaf02b75-4364-48be-8382-f214e092c867,pilot_10,VLAT_GGR,prolific,survey,10734,"{""participantSex"":""Female"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""4"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1645811,0.0-71.0,,,
634c5497a0ba013433eb0ecd,9027-aaf02b75-4364-48be-8382-f214e092c867,pilot_10,VLAT_GGR,prolific,survey,5266,"{""participantEd_math"":["" Algebra"","" Calculus"","" Statistics""]}",[0],survey-multi-select,72,1651103,0.0-72.0,,,
634c54a9a0ba013433eb0ed9,9027-aaf02b75-4364-48be-8382-f214e092c867,pilot_10,VLAT_GGR,prolific,survey,18114,,,survey-text,73,1669241,0.0-73.0,1654937.600000143,1673051.7999999523,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1997"",""participantYears"":""25"",""participantEd_field"":""Marketing"",""participantComments"":""""}"
634c54d7a0ba013433eb0eeb,8516-6b3d05ea-c70f-462b-bf57-ef8d5265b764,pilot_10,VLAT_GGR,prolific,survey,21382,"{""participantSex"":""Female"",""participantEd"":""Associate degree"",""judgedDifficulty"":""1"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1821087,0.0-71.0,,,
634c54e4a0ba013433eb0ef3,8516-6b3d05ea-c70f-462b-bf57-ef8d5265b764,pilot_10,VLAT_GGR,prolific,survey,13121,"{""participantEd_math"":["" Algebra"","" Calculus""]}",[0],survey-multi-select,72,1834216,0.0-72.0,,,
634c54eba0ba013433eb0ef8,3609-a5544f0d-ff1c-4cfd-add1-876012c64956,pilot_10,VLAT_GGR,prolific,survey,9162,"{""participantSex"":""Male"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""3"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1516055,0.0-71.0,,,
634c54eea0ba013433eb0ef9,1734-71fdf071-21c5-432d-a7c8-0350d134c533,pilot_10,VLAT_GGR,prolific,survey,20975,"{""participantSex"":""Female"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""2"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1834967,0.0-71.0,,,
634c54f3a0ba013433eb0efb,3609-a5544f0d-ff1c-4cfd-add1-876012c64956,pilot_10,VLAT_GGR,prolific,survey,7368,"{""participantEd_math"":["" Algebra"","" Statistics""]}",[0],survey-multi-select,72,1523431,0.0-72.0,,,
634c54f9a0ba013433eb0efe,1734-71fdf071-21c5-432d-a7c8-0350d134c533,pilot_10,VLAT_GGR,prolific,survey,10534,"{""participantEd_math"":["" Algebra"","" Calculus""]}",[0],survey-multi-select,72,1845506,0.0-72.0,,,
634c5504a0ba013433eb0f02,8516-6b3d05ea-c70f-462b-bf57-ef8d5265b764,pilot_10,VLAT_GGR,prolific,survey,31159,,,survey-text,73,1865382,0.0-73.0,1835979.4000000358,1867137.9000000358,"{""TechnicalDifficultiesFreeResp"":""i did not encounter any difficulties."",""participantAge"":""2000"",""participantYears"":""21"",""participantEd_field"":""Marketing"",""participantComments"":""""}"
634c5509a0ba013433eb0f03,3609-a5544f0d-ff1c-4cfd-add1-876012c64956,pilot_10,VLAT_GGR,prolific,survey,22362,,,survey-text,73,1545803,0.0-73.0,1525647.5,1548009.6000000238,"{""TechnicalDifficultiesFreeResp"":""I did not encounter any issues"",""participantAge"":""1993"",""participantYears"":""28"",""participantEd_field"":""Biomedical Sciences"",""participantComments"":""Thank you for the opportunity, and good luck with your study!""}"
634c5518a0ba013433eb0f0b,1734-71fdf071-21c5-432d-a7c8-0350d134c533,pilot_10,VLAT_GGR,prolific,survey,31514,,,survey-text,73,1877026,0.0-73.0,1848993.0,1880506.700000003,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1984"",""participantYears"":""38"",""participantEd_field"":""Geography & Interaction Design"",""participantComments"":""""}"
634c5536a0ba013433eb0f18,3562-ef46da1c-d54b-4d4b-a74c-e54fd3279bc7,pilot_10,VLAT_GGR,prolific,survey,13223,"{""participantSex"":""Male"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""2"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,2245826,0.0-71.0,,,
634c5539a0ba013433eb0f1d,3562-ef46da1c-d54b-4d4b-a74c-e54fd3279bc7,pilot_10,VLAT_GGR,prolific,survey,3108,"{""participantEd_math"":["" Statistics""]}",[0],survey-multi-select,72,2248937,0.0-72.0,,,
634c5544a0ba013433eb0f23,3562-ef46da1c-d54b-4d4b-a74c-e54fd3279bc7,pilot_10,VLAT_GGR,prolific,survey,11196,,,survey-text,73,2260140,0.0-73.0,2250501.0,2261697.0,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1997"",""participantYears"":""25"",""participantEd_field"":"""",""participantComments"":""""}"
634c55dca0ba013433eb0f5c,4225-777518e7-a277-45c0-a1a7-d457092d47ec,pilot_10,VLAT_GGR,prolific,survey,21225,"{""participantSex"":""Female"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""1"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,2113672,0.0-71.0,,,
634c55eba0ba013433eb0f5e,4225-777518e7-a277-45c0-a1a7-d457092d47ec,pilot_10,VLAT_GGR,prolific,survey,14935,"{""participantEd_math"":["" Algebra"","" Statistics""]}",[0],survey-multi-select,72,2128615,0.0-72.0,,,
634c5631a0ba013433eb0f79,0377-f3827d98-1da6-45f9-abe9-afb08050658c,pilot_10,VLAT_GGR,prolific,survey,20058,"{""participantSex"":""Female"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""6"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1605302,0.0-71.0,,,
634c5633a0ba013433eb0f7a,4225-777518e7-a277-45c0-a1a7-d457092d47ec,pilot_10,VLAT_GGR,prolific,survey,71891,,,survey-text,73,2200515,0.0-73.0,2132377.100000024,2204268.2000000477,"{""TechnicalDifficultiesFreeResp"":""I did not encounter any difficulty."",""participantAge"":""1993"",""participantYears"":""29"",""participantEd_field"":""Business Administration and Human Resources Management"",""participantComments"":""Might need to increase resolution for many images, as on bigger screen they become fuzzy.""}"
634c5636a0ba013433eb0f7c,0377-f3827d98-1da6-45f9-abe9-afb08050658c,pilot_10,VLAT_GGR,prolific,survey,4961,"{""participantEd_math"":["" Algebra"","" Calculus"","" Statistics""]}",[0],survey-multi-select,72,1610273,0.0-72.0,,,
634c564aa0ba013433eb0f84,0377-f3827d98-1da6-45f9-abe9-afb08050658c,pilot_10,VLAT_GGR,prolific,survey,19745,,,survey-text,73,1630031,0.0-73.0,1627836.5,1647581.400000006,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1998"",""participantYears"":""24"",""participantEd_field"":""Biological Sciences"",""participantComments"":""""}"
634c5652a0ba013433eb0f85,3943-8df1f5ad-cf48-400e-a140-5058e5582916,pilot_10,VLAT_GGR,prolific,survey,21741,"{""participantSex"":""Female"",""participantEd"":""Master's degree"",""judgedDifficulty"":""4"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1957665,0.0-71.0,,,
634c5656a0ba013433eb0f88,6230-52f27215-3284-49cd-a168-6d12e1ed0572,pilot_10,VLAT_GGR,prolific,survey,18816,"{""participantSex"":""Female"",""participantEd"":""Associate degree"",""judgedDifficulty"":""4"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,72,1720303,0.0-71.0,,,
634c5660a0ba013433eb0f8c,3943-8df1f5ad-cf48-400e-a140-5058e5582916,pilot_10,VLAT_GGR,prolific,survey,14224,"{""participantEd_math"":["" Algebra"","" Statistics""]}",[0],survey-multi-select,72,1971896,0.0-72.0,,,
634c5663a0ba013433eb0f8d,6230-52f27215-3284-49cd-a168-6d12e1ed0572,pilot_10,VLAT_GGR,prolific,survey,13010,"{""participantEd_math"":["" None""]}",[0],survey-multi-select,73,1733334,0.0-72.0,,,
634c567aa0ba013433eb0f93,3943-8df1f5ad-cf48-400e-a140-5058e5582916,pilot_10,VLAT_GGR,prolific,survey,25882,,,survey-text,73,1997785,0.0-73.0,1980762.1000000238,2006644.5,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1958"",""participantYears"":""64"",""participantEd_field"":""Accounting"",""participantComments"":""""}"
634c5685a0ba013433eb0f95,6230-52f27215-3284-49cd-a168-6d12e1ed0572,pilot_10,VLAT_GGR,prolific,survey,33699,,,survey-text,74,1767053,0.0-73.0,1736408.5,1770107.5999999642,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1966"",""participantYears"":""55"",""participantEd_field"":""ART"",""participantComments"":""""}"
634c57aaa0ba013433eb0fda,7941-52aee513-867a-440e-9c78-b120215acb63,pilot_10,VLAT_GGR,prolific,survey,18216,"{""participantSex"":""Male"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""2"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,2920113,0.0-71.0,,,
634c57b2a0ba013433eb0fde,7941-52aee513-867a-440e-9c78-b120215acb63,pilot_10,VLAT_GGR,prolific,survey,7882,"{""participantEd_math"":["" Algebra"","" Statistics""]}",[0],survey-multi-select,72,2928001,0.0-72.0,,,
634c57cba0ba013433eb0fe5,7941-52aee513-867a-440e-9c78-b120215acb63,pilot_10,VLAT_GGR,prolific,survey,24761,,,survey-text,73,2952776,0.0-73.0,2930074.0,2954835.0,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1977"",""participantYears"":""45"",""participantEd_field"":""Accounting & Finance"",""participantComments"":""""}"
634c5923a0ba013433eb1033,5278-129d6e9c-844c-4afd-b6b6-37bede000c0e,pilot_10,VLAT_GGR,prolific,survey,18669,"{""participantSex"":""Female"",""participantEd"":""Professional degree (e.g. M.D., J.D.)"",""judgedDifficulty"":""3"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,2248287,0.0-71.0,,,
634c5928a0ba013433eb1034,5278-129d6e9c-844c-4afd-b6b6-37bede000c0e,pilot_10,VLAT_GGR,prolific,survey,4796,"{""participantEd_math"":["" Algebra"","" Calculus"","" Statistics""]}",[0],survey-multi-select,72,2253094,0.0-72.0,,,
634c5936a0ba013433eb1038,8127-cb442bda-e729-414b-a2f8-ab1cf990ff2c,pilot_10,VLAT_GGR,prolific,survey,11320,"{""participantSex"":""Male"",""participantEd"":""High school graduate, diploma or equivalent"",""judgedDifficulty"":""4"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,2909913,0.0-71.0,,,
634c5938a0ba013433eb1039,8127-cb442bda-e729-414b-a2f8-ab1cf990ff2c,pilot_10,VLAT_GGR,prolific,survey,2569,"{""participantEd_math"":["" None""]}",[0],survey-multi-select,72,2912522,0.0-72.0,,,
634c593aa0ba013433eb103b,5278-129d6e9c-844c-4afd-b6b6-37bede000c0e,pilot_10,VLAT_GGR,prolific,survey,17935,,,survey-text,73,2271039,0.0-73.0,2254656.299999997,2272591.1000000015,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1996"",""participantYears"":""26"",""participantEd_field"":""Occupational Therapy"",""participantComments"":""""}"
